host_id,host_name,host_response_rate,host_listings_count,host_total_listings_count
2747005,Maribel,100%,1.0,5.0
1367452,Javier,100%,1.0,1.0
4012290,Alberto,100%,2.0,2.0
1351865,Angela Y Jaime,100%,2.0,6.0
2779192,Wanda,100%,1.0,1.0
4032439,Maria,100%,1.0,2.0
1373873,Al,100%,1.0,1.0
4036376,Ana,90%,2.0,7.0
2795931,Pilar,Desconocido,1.0,2.0
2347489,Jeanet,73%,4.0,5.0
1689652,Alfredo,Desconocido,1.0,1.0
1406073,Jose Antonio,100%,1.0,3.0
2312712,Pilar,100%,1.0,1.0
2847013,Santiago,97%,3.0,12.0
4053105,Begoña,100%,1.0,6.0
1425071,Enrique,100%,5.0,22.0
2902269,Ane,Desconocido,1.0,5.0
4068975,Alvaro,Desconocido,1.0,1.0
1466005,Pe,100%,1.0,1.0
2057313,Abdul,86%,2.0,2.0
2267893,Ana,100%,1.0,1.0
1496188,Juanpe,Desconocido,2.0,8.0
901218,Myrko,100%,55.0,154.0
2913511,Amparo,100%,1.0,5.0
153391,Fernando,100%,4.0,14.0
4128029,Nuria,100%,2.0,3.0
1522694,Isdel Pablo,100%,4.0,6.0
4132185,Pilar,100%,2.0,2.0
2940355,Teresa,100%,1.0,1.0
4677030,Jaime,100%,6.0,11.0
2678039,Miguel,Desconocido,1.0,2.0
1567773,Lara,50%,1.0,2.0
23603298,HeimaHomes,100%,22.0,23.0
4181071,Jorge,Desconocido,1.0,1.0
1596220,Paloma,100%,1.0,1.0
4198169,Willem,100%,1.0,1.0
2960080,Ivan & Pietro,100%,3.0,5.0
1095831,Rosalind  & Tino,33%,4.0,7.0
2990747,Raúl,100%,1.0,1.0
4235741,Carlos,50%,3.0,3.0
1716726,Jesús,100%,5.0,5.0
4277536,Andrea Y Daniel,100%,2.0,2.0
2993477,Clara,100%,8.0,8.0
1713427,Helena,Desconocido,1.0,1.0
2783896,Ivaylo,100%,3.0,4.0
3010452,Aurora,Desconocido,1.0,2.0
4159117,Raquel,0%,1.0,1.0
4280501,Mariano,100%,2.0,2.0
4281126,Carmen,100%,3.0,4.0
3017315,Cristina,100%,5.0,6.0
6365055,Ana & Ricardo,100%,15.0,29.0
2174652,María,Desconocido,1.0,1.0
3053021,Sonia,Desconocido,1.0,1.0
4286142,Ricardo,100%,3.0,3.0
1721158,Pau&Patricia,100%,2.0,5.0
4292037,Miguel,100%,5.0,5.0
4295642,Luisa,100%,2.0,2.0
2773350,Ainhoa,Desconocido,1.0,1.0
1722284,Cesar,100%,1.0,2.0
3121587,Pullover,100%,4.0,4.0
3141727,Esther,100%,1.0,1.0
4305310,Begoña,71%,2.0,4.0
1694537,Miguel Angel & Iaia,71%,1.0,1.0
4365768,Vicente,100%,1.0,3.0
4190662,Victoria,100%,1.0,2.0
4279976,María,Desconocido,1.0,1.0
3290138,Juan Jesus,Desconocido,2.0,2.0
3226403,Lili,100%,3.0,3.0
3338284,Sonia,100%,2.0,2.0
3352121,Fran&Joni,Desconocido,1.0,1.0
3385307,Iguacel,67%,2.0,2.0
1703448,Elena,100%,2.0,2.0
3317937,Félix,100%,1.0,1.0
9228673,Home At Homes,100%,54.0,138.0
3487329,KMitocondria,Desconocido,1.0,1.0
4396676,Vale,100%,3.0,3.0
4410687,Luis Manuel,100%,1.0,1.0
1738846,Carlos,100%,1.0,2.0
2489796,Ernesto,100%,1.0,1.0
1941314,Xavier,100%,1.0,1.0
4424222,Francisco,100%,5.0,10.0
4424070,Fermín,Desconocido,1.0,1.0
4247556,Julio,100%,1.0,1.0
3494012,Farah Maria,100%,5.0,7.0
3357259,Mercedes,Desconocido,1.0,2.0
1751133,The Punset Family,100%,4.0,4.0
4522970,José,100%,1.0,1.0
4777959,Verónica,100%,4.0,4.0
1331093,Hector Miguel,83%,1.0,2.0
4831338,Angel,90%,2.0,2.0
3631892,Juan Carlos,100%,1.0,1.0
4582755,Miriam,Desconocido,3.0,5.0
1729503,Ana,100%,2.0,5.0
4504807,Nicasio,100%,1.0,2.0
4839888,Alicia,100%,21.0,42.0
1836617,Bibiana,100%,1.0,1.0
4603165,Prado,100%,1.0,1.0
1871034,Olga,100%,1.0,1.0
4617027,Rosa,100%,1.0,3.0
4860266,Teresa,100%,1.0,1.0
4897332,Juan,100%,2.0,3.0
1884261,Henrique Manuel,100%,2.0,2.0
4903694,Henar,Desconocido,3.0,3.0
4677458,Miguel,Desconocido,1.0,1.0
4684397,Alex,0%,2.0,2.0
4905854,Josefa,90%,1.0,1.0
1892467,Laura,90%,2.0,3.0
4651429,Rosana,90%,2.0,2.0
1574604,Jorge & Angelina,100%,1.0,1.0
4697070,Hortensia,Desconocido,1.0,1.0
4710774,María,100%,9.0,11.0
1981346,Daniel,100%,1.0,2.0
4738576,Alicia,100%,1.0,2.0
4739098,Inma,100%,1.0,1.0
4975799,Kristian,100%,15.0,15.0
6928584,Rocio,Desconocido,1.0,3.0
4977367,Maria Jose,100%,5.0,7.0
4735460,Carmen,97%,10.0,17.0
2833018,Angel G,100%,2.0,2.0
9243583,Ricardo,Desconocido,4.0,13.0
534128,Mad,70%,6.0,24.0
2864064,Oscar Vanessa Mica Y Carlos,99%,19.0,26.0
153695733,M. Guadalupe,Desconocido,5.0,5.0
9277975,Raul,Desconocido,3.0,3.0
4003806,Jose Manuel,90%,1.0,1.0
3661209,Roberto,100%,2.0,2.0
6871745,Mar,100%,2.0,2.0
5084073,Marcelo,100%,3.0,4.0
142989,Octavio,100%,1.0,1.0
5211661,Isabel,Desconocido,1.0,1.0
5234573,Eva,100%,10.0,13.0
4200231,Leticia,100%,1.0,1.0
7129474,Aranzazu,100%,2.0,2.0
1713524,Oliver,100%,2.0,2.0
7049661,Marina,Desconocido,1.0,1.0
1470394,Lola,100%,3.0,4.0
6363695,Jenifer,100%,2.0,3.0
4190343,Ramon,100%,22.0,25.0
5360317,Leyla,Desconocido,1.0,1.0
5386426,Rosario,100%,1.0,1.0
5386601,Óscar,100%,2.0,2.0
4231218,Alberto,89%,5.0,9.0
6915283,Joao,Desconocido,1.0,1.0
5542111,Apartamentos Gran Via,100%,44.0,48.0
5389129,David,100%,1.0,1.0
7117225,Jorge,100%,1.0,1.0
3585435,Nuria,Desconocido,1.0,2.0
2883346,Gregorio,100%,1.0,1.0
9525646,Paz,100%,1.0,1.0
9570589,Ana,100%,2.0,2.0
3747785,Christian,Desconocido,1.0,1.0
5561312,Lucía,90%,1.0,2.0
7153063,David,Desconocido,1.0,1.0
5649948,Rafaela,Desconocido,2.0,2.0
2519411,Paulina,Desconocido,1.0,1.0
7170175,Andres,100%,5.0,5.0
1364024,Pedro,100%,1.0,3.0
9696587,Gisela,100%,3.0,3.0
5712665,Myriam,Desconocido,1.0,1.0
5719307,Maximo,100%,4.0,5.0
7201628,Fidel,Desconocido,1.0,1.0
7218465,Jesus Y Amaia,100%,3.0,4.0
5751753,Masia,Desconocido,1.0,1.0
9699624,Bruno,100%,4.0,5.0
5785483,Rob & Lola Relaix,100%,3.0,3.0
5919800,Monica,100%,4.0,6.0
397053855,The Sharing Co.,90%,58.0,82.0
8276432,Rutilio Adolfo,100%,18.0,20.0
5798033,Federico,100%,1.0,1.0
7033920,Inma,100%,1.0,6.0
5801580,Cono,100%,1.0,1.0
9872400,Marta,70%,1.0,2.0
7249376,Rosanna,100%,2.0,2.0
1985408,Cristina,60%,10.0,11.0
5814460,Antonia,90%,1.0,1.0
5824815,Soledad,60%,1.0,1.0
5831420,Miguel,60%,1.0,2.0
5735364,Oscar,Desconocido,1.0,1.0
9940609,Rosaria,Desconocido,2.0,2.0
7306349,Mauricio,100%,1.0,1.0
5876034,Jose,100%,2.0,5.0
8602354,Alvaro,100%,1.0,2.0
9278712,Leticia,Desconocido,1.0,1.0
5896428,Helena,100%,1.0,1.0
7394119,Alberto,100%,1.0,1.0
19639638,Conchi,Desconocido,1.0,1.0
7375454,Nuria,100%,5.0,6.0
5149901,Oihane,100%,1.0,4.0
7395294,Olivier,90%,2.0,2.0
1784424,Ignacio,100%,2.0,2.0
5950981,Raúl,100%,7.0,8.0
7420783,Patricia,100%,1.0,1.0
2228918,Martin,100%,6.0,9.0
10189139,Benito,100%,1.0,2.0
7539510,Rafael,100%,2.0,3.0
10346363,Claudia,Desconocido,1.0,3.0
3612732,Eugenia,50%,1.0,1.0
2044655,Sylvia,100%,6.0,10.0
7552386,Eduardo,Desconocido,1.0,1.0
5969817,Rosario,100%,1.0,3.0
2444553,Apartamentos Mayor Centro S.L.,0%,4.0,5.0
7595958,Sol,100%,2.0,2.0
10516522,Marco,100%,2.0,2.0
6979632,Lara,Desconocido,1.0,2.0
993166,Joan,90%,4.0,4.0
5633658,Sergio,100%,1.0,1.0
6075016,Antonio,100%,4.0,4.0
6104199,José,100%,3.0,4.0
2750053,Alberto,100%,1.0,1.0
762655,Jesus,100%,2.0,2.0
7527702,Mayte,100%,1.0,1.0
10561681,New Place,97%,16.0,16.0
6112385,Daniel,Desconocido,1.0,1.0
6152491,Silmara,90%,1.0,1.0
2564339,Alfonso & Guillermo,100%,22.0,29.0
6191568,Maria,67%,2.0,2.0
1450378,Alfredo,100%,6.0,8.0
3048290,Antonio,90%,20.0,21.0
7448200,David,100%,1.0,2.0
8447678,Esther,100%,1.0,3.0
641820,Felipe,Desconocido,1.0,1.0
6284655,Beatriz,100%,1.0,1.0
10654623,Javier,100%,4.0,5.0
1706029,David,100%,2.0,2.0
7751680,Maria,100%,1.0,1.0
2425848,Jose And Sindre,100%,1.0,7.0
5500409,Marta Y Enrique,98%,25.0,32.0
927713,Elizabeth,95%,10.0,11.0
6427023,Vanesa,0%,1.0,1.0
6436336,Luis,0%,1.0,2.0
7828783,Elizabeth,100%,1.0,2.0
6466920,Rosa,Desconocido,1.0,1.0
10863262,Silvia,100%,1.0,1.0
10940437,Alfonso,44%,10.0,13.0
7652350,Gerardo,100%,1.0,2.0
11116174,Guillermo,100%,1.0,1.0
6490189,Patrick,78%,1.0,3.0
4790263,Tania,100%,2.0,2.0
11146984,Virginia,Desconocido,1.0,3.0
6895308,Pastora,Desconocido,1.0,4.0
2662680,Mario Y Noelia,100%,6.0,9.0
7943769,Javier,Desconocido,2.0,2.0
11179787,Mónica,100%,1.0,1.0
3331390,Balta,100%,1.0,1.0
6566447,Marga Casanova,88%,3.0,3.0
11262144,Alejandro,100%,2.0,3.0
11262545,Luis Miguel,90%,2.0,4.0
11479457,Rosario,100%,2.0,2.0
6693661,Paola,100%,2.0,2.0
6598518,Jose,100%,3.0,6.0
5574921,Jorge,0%,2.0,3.0
6818751,Conrado,Desconocido,3.0,4.0
6832983,Youlia,Desconocido,1.0,2.0
6730063,Sara,100%,1.0,1.0
11385250,Montse,100%,3.0,5.0
8125749,Cayetana,100%,2.0,2.0
1843216,Guillermo,100%,3.0,3.0
8130428,Carmelo,100%,5.0,8.0
6774354,Sandra & Carlos,100%,13.0,24.0
8158807,Olga,80%,1.0,2.0
2067969,Marta,100%,1.0,2.0
8584829,Sira,94%,5.0,7.0
116363697,Giselle,Desconocido,6.0,7.0
8231348,Krishna,100%,1.0,1.0
8515277,Jesús,100%,3.0,3.0
10037966,Paz,Desconocido,1.0,1.0
8345477,Fernando,100%,1.0,1.0
11942663,Antonio,100%,1.0,2.0
6816328,Omar,100%,1.0,1.0
11964814,Yolanda,75%,1.0,1.0
9805902,Brenda,Desconocido,1.0,1.0
8449261,KateM,100%,2.0,2.0
2933277,Jero,100%,1.0,1.0
8508444,Ana,0%,1.0,1.0
12027564,Begoña,100%,19.0,22.0
1666293,Sandy,100%,1.0,2.0
3317185,Victor,100%,1.0,1.0
12077356,Juan Ramón,100%,1.0,1.0
6844474,Maria Clara,Desconocido,2.0,3.0
8532170,Maurizio,100%,1.0,1.0
15328893,Alessandra,100%,3.0,3.0
12142565,Robin,100%,1.0,1.0
5790036,Gabrielle,Desconocido,1.0,5.0
15960490,María José,100%,1.0,2.0
1973600,Paloma,100%,1.0,2.0
15992732,María Carmen Y Manuel,100%,1.0,1.0
12183135,Angel Luis,100%,1.0,2.0
5149908,Carlos,100%,1.0,1.0
3514685,Miguel Angel,100%,1.0,1.0
10233660,Wilmer,Desconocido,2.0,4.0
8577935,Pablo,100%,1.0,1.0
2711109,Yolanda ... /Alrezkate S.L.U,93%,16.0,29.0
4936824,Hamza,100%,1.0,1.0
11257868,Estefania,100%,1.0,1.0
15819115,Liliana,100%,2.0,2.0
8631882,Proarquinsa,100%,5.0,7.0
12312704,Leonardo,100%,1.0,1.0
16196357,M.Carmen,Desconocido,2.0,7.0
8647044,Carmen,100%,8.0,8.0
15559851,Kat,Desconocido,1.0,1.0
15267292,Alfonso,Desconocido,1.0,1.0
12641432,Joseph,100%,1.0,1.0
12698367,Nader,100%,4.0,4.0
16317765,Jose Ignacio,Desconocido,2.0,2.0
8664077,Esteban,Desconocido,1.0,1.0
12202578,Fernando,Desconocido,1.0,1.0
11824804,Raquel,Desconocido,1.0,2.0
15520459,Luis Carlos,Desconocido,2.0,2.0
8705535,Marta,100%,2.0,4.0
10569881,Susana,100%,1.0,1.0
12791313,Isabel,Desconocido,1.0,4.0
1766434,Guiomar,100%,1.0,1.0
12691164,Vereniz,100%,2.0,2.0
16463761,Gemma,100%,2.0,2.0
12904592,Pedro Enrique,100%,2.0,2.0
383302726,Kevin,Desconocido,2.0,4.0
16509221,Carlos,100%,4.0,4.0
13054728,Gregoire,70%,2.0,2.0
13097473,Nelson,100%,1.0,1.0
3374080,Claudia,100%,1.0,1.0
15459232,Pilar,100%,1.0,1.0
13253937,Yoima,100%,1.0,1.0
2932927,Mae,38%,2.0,2.0
3524291,Luis,97%,6.0,7.0
16457137,Raúl,100%,2.0,2.0
8807899,Laura,0%,1.0,1.0
13336994,Victoria,0%,1.0,1.0
8814428,Amadeo,100%,4.0,5.0
13340216,Rocío,100%,1.0,1.0
16698769,Miguel Angel,100%,2.0,2.0
2136244,Fermin,Desconocido,1.0,4.0
13375273,Chus,100%,2.0,2.0
8901422,Valentina,Desconocido,2.0,2.0
9757922,Maria,100%,6.0,10.0
16424237,Angel,100%,2.0,2.0
8933508,Pablo,90%,2.0,2.0
2242135,Emilio,100%,5.0,5.0
13438040,Fernanda,100%,2.0,2.0
13440901,Jose Antonio,70%,1.0,1.0
13569734,Soraya,100%,4.0,6.0
1216993,Miguel,Desconocido,1.0,2.0
16579334,Felipe,100%,3.0,5.0
8282386,Pablo,100%,1.0,3.0
1156753,Luis,0%,2.0,2.0
13686767,Javier,Desconocido,1.0,2.0
3945807,Javier,100%,3.0,3.0
9137401,Rafael,100%,1.0,1.0
16696852,Irene,Desconocido,1.0,2.0
15292472,Mx1955 Sl,Desconocido,1.0,1.0
13689103,Eva,100%,2.0,3.0
13742566,Pablo,100%,2.0,4.0
9145004,Vanessa,100%,1.0,3.0
2546805,Lulú,Desconocido,1.0,2.0
9172209,Alberto,100%,2.0,2.0
5637876,Livia,Desconocido,1.0,6.0
13751801,Lourdes,100%,1.0,2.0
9210324,Álvaro,100%,2.0,2.0
17066096,Belén,Desconocido,1.0,1.0
6205683,Mercedes&Chris,100%,2.0,2.0
6976114,Ana,Desconocido,1.0,1.0
13808615,Alfredo,100%,2.0,3.0
4794809,David,100%,1.0,1.0
16958375,Sylvia,100%,1.0,1.0
17237438,Manuel,100%,1.0,1.0
18717127,Jose Pablo,100%,8.0,8.0
14001302,Santiago,Desconocido,1.0,1.0
13612054,Maribel,100%,2.0,2.0
17214333,Celma,90%,1.0,1.0
15604118,Johnny Alberto,100%,2.0,2.0
18750162,Tsvetana,100%,2.0,2.0
17279710,Blanca,100%,1.0,2.0
7880786,Juan Pablo,100%,1.0,1.0
17282045,Martina,100%,2.0,3.0
18794911,Ines,95%,3.0,4.0
17236814,Adriana,Desconocido,1.0,6.0
4416684,Gonzalo,100%,2.0,2.0
18396400,Daniel,50%,1.0,2.0
132052,Mónica,90%,1.0,3.0
3039427,Antonio,100%,1.0,1.0
14629836,Edu,98%,20.0,22.0
901541,P.Maria,100%,1.0,1.0
5883981,Mar,100%,1.0,4.0
17371009,Miguel,100%,2.0,3.0
17418454,Celeste,Desconocido,1.0,1.0
4083688,Mari Paz,90%,4.0,5.0
17515542,Emilio-Abel,100%,4.0,8.0
14782097,Monica,100%,2.0,2.0
14800337,Laura,Desconocido,1.0,3.0
2582956,Garbiñe,0%,1.0,1.0
17526190,Rolando,100%,3.0,3.0
19067404,Vanesa,100%,3.0,3.0
12955322,Ariel,100%,4.0,4.0
17613548,Maria,100%,1.0,1.0
14896086,Hendrix,100%,3.0,4.0
17499500,Homeabout,98%,164.0,191.0
15299751,Tina,100%,1.0,2.0
3233170,Antonio,100%,8.0,25.0
16287439,Maria,100%,4.0,10.0
14032635,Carlos,69%,38.0,47.0
13053383,Ana,Desconocido,1.0,5.0
15081813,Maite,Desconocido,1.0,1.0
9324929,Isra,100%,2.0,3.0
17701468,Vega,100%,3.0,4.0
19222865,Monica,Desconocido,1.0,1.0
17707970,Carlos Alberto,100%,4.0,4.0
15132401,Mercedes,100%,3.0,7.0
9261352,Mitch,Desconocido,1.0,1.0
14077633,David,90%,2.0,3.0
17776276,Jorge,Desconocido,1.0,1.0
13452314,Margarita,80%,1.0,1.0
15904655,Alejandra,100%,3.0,6.0
17335732,Miguel,Desconocido,1.0,2.0
2685375,Marre,100%,1.0,2.0
17866170,Danny,Desconocido,1.0,1.0
19325449,Toni,Desconocido,1.0,1.0
8894761,Luz,Desconocido,1.0,1.0
15381133,Silvia,Desconocido,1.0,1.0
19368877,Rosa,100%,1.0,1.0
18034966,Maria Luisa,20%,2.0,2.0
4364415,Mercedes,Desconocido,2.0,2.0
12381498,Cristina,93%,5.0,17.0
15425240,Ignacio,86%,2.0,2.0
7198967,Lara,Desconocido,1.0,1.0
15556828,Gediser,100%,3.0,6.0
18081659,Teresa,100%,1.0,1.0
6552198,Azul,100%,1.0,2.0
18091849,Susana,100%,1.0,1.0
3604783,Isabel Clara,100%,1.0,6.0
7500680,Jessica,Desconocido,1.0,2.0
18134739,Angel,80%,2.0,2.0
7267067,Martin,90%,1.0,2.0
15519226,Antonio,Desconocido,1.0,2.0
8286954,Gilad,100%,1.0,1.0
5012713,Janette,100%,17.0,21.0
18177812,Asier,Desconocido,1.0,1.0
4112877,Susa,100%,9.0,14.0
15731417,Nuria,Desconocido,1.0,1.0
19668718,Luz H,Desconocido,1.0,1.0
15163158,Carmen,100%,1.0,3.0
13498357,Marta,100%,1.0,1.0
18206447,Salva,Desconocido,1.0,1.0
18195065,Delmar,89%,1.0,1.0
15796375,Jacqueline,Desconocido,2.0,2.0
19687824,Maria Dolores,100%,2.0,3.0
18382341,Jose Carlos,Desconocido,1.0,1.0
19731154,Alfonso,100%,2.0,6.0
17556638,Maria Jesús & Jorge,100%,7.0,7.0
18487884,Carmen,100%,2.0,2.0
15819629,Pablo,0%,1.0,1.0
15296672,Carlos,Desconocido,1.0,1.0
20310728,Pilar,100%,1.0,1.0
19734284,Lizbeth,Desconocido,6.0,6.0
10843382,Marta,Desconocido,1.0,1.0
24649353,Lourdes,100%,1.0,1.0
24687655,María Adoración,97%,7.0,8.0
20033541,Laura,80%,3.0,4.0
9392971,David,100%,7.0,7.0
12957874,Quim,Desconocido,1.0,2.0
19887379,Beatriz,Desconocido,1.0,1.0
13643859,Álvaro,100%,5.0,5.0
4615520,Mahdrid Apartments,100%,26.0,53.0
24975550,José Miguel,100%,1.0,1.0
16050504,Olga,Desconocido,1.0,2.0
2991925,Diego,100%,2.0,9.0
7164070,Xiomara,100%,1.0,3.0
14573633,Co Javier,100%,6.0,6.0
5704937,Bea,100%,2.0,2.0
16859206,Ursula,100%,7.0,8.0
25164639,Guillermo,71%,1.0,1.0
8405202,Diana,100%,3.0,3.0
2837886,Iñaki,100%,3.0,3.0
22529933,Carmen,100%,2.0,3.0
2067322,Irene Y Ciri,100%,1.0,2.0
14968320,Ana,0%,2.0,4.0
22097186,Carmen,0%,1.0,3.0
20181187,Francisco & Christopher,100%,1.0,1.0
2280785,Mauricio,90%,1.0,2.0
22670177,Pilar,78%,1.0,1.0
22722667,Maryam,50%,1.0,1.0
25298984,Maria,67%,1.0,1.0
25434664,Rosa María,100%,1.0,1.0
25488411,Juan,75%,1.0,1.0
17902428,Julio,100%,2.0,2.0
25495086,Javier,Desconocido,1.0,1.0
37425518,Alejandro,Desconocido,1.0,1.0
8321213,Paula,100%,24.0,28.0
22810805,Emma,Desconocido,1.0,1.0
2620608,Marion,Desconocido,1.0,1.0
5906378,Melissa,50%,1.0,2.0
25395270,Alicia,Desconocido,1.0,2.0
24548032,Laetitia,Desconocido,4.0,5.0
22374109,Meryem,100%,19.0,33.0
20311009,Viviana,100%,2.0,2.0
2116117,Valérie,90%,1.0,1.0
21434856,Jaime,100%,1.0,1.0
3211214,Lucía,100%,2.0,2.0
25620553,Charlie,Desconocido,1.0,1.0
20195703,Malena,100%,2.0,2.0
17688059,Olga,100%,2.0,2.0
4023064,Lorenzo,100%,12.0,18.0
3219367,Luis,Desconocido,1.0,1.0
5238691,Marta,90%,2.0,3.0
3960473,Jeremy,Desconocido,2.0,2.0
14324611,Juan,100%,2.0,2.0
16272328,Adolfo,80%,1.0,2.0
23911961,Carolina,100%,1.0,5.0
26147086,Eduardo,100%,1.0,2.0
23081948,Laura,0%,1.0,1.0
6722806,Johann,Desconocido,2.0,2.0
9629764,Antonio,Desconocido,1.0,1.0
23218041,Elsa,100%,2.0,3.0
23262474,Patricia,100%,2.0,4.0
6980058,Carlos,100%,1.0,4.0
5031865,Iris,100%,5.0,9.0
20678105,Cristina,0%,1.0,1.0
26402947,Teresa,100%,1.0,1.0
26515719,Tomas,100%,1.0,1.0
26659524,Teresa,100%,1.0,1.0
23298612,Gertjan & Johan,100%,1.0,7.0
23004820,Tino,Desconocido,1.0,1.0
1693976,Daniel,100%,1.0,2.0
23452445,Carlos,100%,4.0,9.0
23563401,Juana Mari,90%,2.0,4.0
2521612,Javier,100%,1.0,1.0
20936304,Yorka,100%,1.0,1.0
163703704,Felipe,Desconocido,2.0,2.0
21014080,María L,Desconocido,1.0,1.0
23715618,Elvira,100%,4.0,6.0
17378912,Juan,Desconocido,3.0,3.0
8986611,Ana,100%,1.0,5.0
26780049,Maria Yolanda,100%,2.0,2.0
23734195,Maria Luisa,30%,4.0,7.0
5239042,Maribel & Jose,100%,21.0,21.0
23844357,Cynthia,Desconocido,1.0,1.0
23858258,Paco,Desconocido,1.0,1.0
26856191,Elena Y Nereo,90%,2.0,3.0
21178453,Carolina,100%,1.0,1.0
3193467,Manuel,Desconocido,1.0,1.0
23858815,Kristina,Desconocido,1.0,2.0
16255963,Jesús,100%,1.0,2.0
20907323,Ruben,100%,13.0,23.0
23865045,Angel,Desconocido,1.0,2.0
11424503,David,Desconocido,1.0,1.0
21324816,Rosa,100%,2.0,2.0
27037481,Amaya,100%,1.0,1.0
2980994,Martin,88%,1.0,1.0
20573345,Weiwei,96%,4.0,5.0
11156525,Oscar,Desconocido,1.0,1.0
10574763,César,Desconocido,2.0,2.0
27120424,Juan,100%,1.0,1.0
19521285,Paola,100%,1.0,1.0
17443242,Rodrigo,100%,5.0,8.0
