host_id,host_name,host_response_rate,host_listings_count,host_total_listings_count
106013121,Juan,Desconocido,1.0,1.0
71459759,Luis Y Sara,Desconocido,1.0,1.0
2508886,Elstead,96%,2.0,3.0
15960349,Irene,Desconocido,1.0,1.0
108573127,Virginia,100%,2.0,3.0
19513059,Federico De La,Desconocido,1.0,1.0
107757166,Danu,89%,3.0,3.0
108592636,Tomás,Desconocido,1.0,3.0
29472701,Julian,50%,1.0,1.0
106491123,Antonio,99%,8.0,8.0
11241107,Laura,Desconocido,1.0,1.0
21879045,Penélope,100%,2.0,3.0
108860717,Sonimar,Desconocido,1.0,1.0
71271556,Tal,Desconocido,1.0,1.0
53607174,Raul,100%,1.0,1.0
45522310,Pepa,100%,1.0,1.0
41604848,Marta Dalmau,100%,1.0,1.0
104887235,José Antonio,100%,1.0,2.0
7592820,Marta,Desconocido,1.0,1.0
16010816,Mar,Desconocido,1.0,1.0
109142681,Marcos,100%,1.0,1.0
109353801,Yon,Desconocido,1.0,1.0
88175409,Eduardo,100%,1.0,1.0
36618530,Freddy,100%,1.0,1.0
106532211,Fernando,100%,1.0,1.0
79020953,Isabel,100%,6.0,7.0
86101175,Gerson,100%,2.0,2.0
109655498,Pedro,100%,1.0,1.0
60115303,Miguel,Desconocido,1.0,1.0
109772930,Sabrina,100%,5.0,8.0
3305388,Esteban,Desconocido,1.0,2.0
109784214,José María,100%,1.0,1.0
97914995,Hostels MeetingPoint- Madrid,98%,6.0,6.0
106691772,Adrián,Desconocido,1.0,1.0
106722925,Valerio,100%,1.0,2.0
63264144,Fernando,100%,2.0,2.0
3664479,Francesca,100%,1.0,3.0
96436426,Tristan,70%,6.0,20.0
29226090,Sofia,Desconocido,1.0,1.0
69009447,Ricardo,100%,6.0,9.0
23882318,Héctor,Desconocido,1.0,1.0
6271519,Luz,100%,2.0,6.0
5330387,Fernando,100%,1.0,2.0
57011514,Nacho,100%,3.0,9.0
74083506,Margarita,100%,2.0,2.0
3838935,Ascen,Desconocido,1.0,1.0
104826573,Jose Luis,100%,5.0,5.0
92253742,Carine,Desconocido,1.0,1.0
105024501,Sara Lorena,100%,19.0,29.0
95974436,Primavera,100%,2.0,3.0
107112737,Rafael,100%,2.0,3.0
20054897,Angela,100%,1.0,1.0
107335103,Amazinn Places,100%,139.0,147.0
32578175,Raul,33%,1.0,2.0
62422731,Jesús,Desconocido,2.0,2.0
111176074,María Victoria,81%,1.0,1.0
59383880,Patricia,100%,2.0,2.0
22411142,Alessandro,100%,2.0,2.0
107146856,Ana,100%,1.0,1.0
106688999,Manuel,100%,1.0,1.0
107270256,Eleonora,Desconocido,1.0,1.0
3525874,Naiara,Desconocido,1.0,1.0
3175924,Angela,Desconocido,1.0,5.0
101604381,Minty Host,Desconocido,1.0,2.0
107292412,Ire Y Javi,Desconocido,1.0,2.0
104141426,Anyi & Christian,100%,9.0,23.0
65220850,Valentina,100%,6.0,6.0
73197739,Raquel,100%,2.0,2.0
62772067,Cristina,100%,1.0,1.0
111797968,Wendy,100%,1.0,1.0
77865947,Nacho,Desconocido,1.0,1.0
107401037,Eva,100%,1.0,1.0
26530864,Almudena,Desconocido,1.0,1.0
97771688,Sebastian,Desconocido,1.0,1.0
2271668,Eduardo,Desconocido,1.0,3.0
23219011,Henryk,100%,1.0,1.0
112373304,Daniel,99%,81.0,93.0
107665197,Marisol,Desconocido,1.0,2.0
61459850,Bea,Desconocido,1.0,1.0
85187956,Julián,100%,1.0,1.0
68247371,Carmen,100%,1.0,2.0
57001974,The Cosmopolitan,100%,1.0,1.0
112036768,Niculae,Desconocido,1.0,1.0
52879640,Santiago,100%,5.0,6.0
59187172,Sergio,100%,7.0,8.0
113051725,Mercedes,100%,2.0,2.0
23938633,Gloria,100%,2.0,3.0
112661737,Elsa,100%,1.0,1.0
29638657,Steve,Desconocido,1.0,2.0
106144242,Isabel,100%,1.0,1.0
112858693,Marcos,100%,1.0,1.0
112913580,Jorge Y Juanje,Desconocido,2.0,2.0
88431017,Guillermo,Desconocido,2.0,2.0
112287456,Eva,100%,2.0,2.0
61040597,Johanna,Desconocido,2.0,3.0
12261126,RentAmigos,Desconocido,3.0,5.0
37726209,Alejandro,90%,2.0,2.0
106591951,Luxa Home,97%,58.0,62.0
18408910,Jesus,Desconocido,1.0,1.0
111301181,Samuel,100%,1.0,1.0
34265279,Fran,100%,1.0,1.0
12090537,Natalia,73%,15.0,25.0
113708203,Sergio,100%,1.0,1.0
113826816,David Y Luis Miguel,100%,1.0,2.0
111323231,Maria,100%,1.0,1.0
117430026,Estela,100%,1.0,1.0
118146363,Mercedes,100%,1.0,1.0
47535952,Cecilia,Desconocido,1.0,1.0
90567419,Manu,Desconocido,1.0,1.0
24109233,Natalia,75%,1.0,1.0
90898792,Maria Del Carmen,Desconocido,1.0,2.0
11384281,Raúl,Desconocido,1.0,2.0
2417533,Ziad,100%,3.0,3.0
13203132,Beatriz,100%,6.0,7.0
114253146,Daniel,100%,1.0,1.0
32849832,Imma,Desconocido,1.0,1.0
3053459,Andrés,100%,1.0,6.0
117733884,Veronica,Desconocido,2.0,2.0
11977337,Guillaume,100%,3.0,3.0
16921811,Santiago,Desconocido,2.0,2.0
112765104,Marina,Desconocido,2.0,4.0
2059942,Lidia,Desconocido,1.0,2.0
118572350,Pablo,100%,4.0,4.0
45621438,Miguel,92%,98.0,112.0
118626224,Zira,Desconocido,1.0,1.0
45415582,Rosa,Desconocido,1.0,1.0
93081699,José,100%,2.0,2.0
111173147,Julia,100%,1.0,1.0
12625463,Eva,83%,1.0,1.0
118793746,Jose,Desconocido,1.0,2.0
35307050,Kevin,81%,1.0,2.0
118855251,Pablo,100%,1.0,1.0
4839218,Ricardo,100%,3.0,3.0
95927881,Almudena,100%,1.0,1.0
115075966,Luis Manuel,Desconocido,1.0,1.0
70221288,Dulce,100%,1.0,1.0
24405391,Victoria,100%,8.0,9.0
11998458,Johan,100%,1.0,2.0
88670939,Laila,100%,1.0,1.0
54778811,Nihal El,Desconocido,1.0,1.0
119002469,Antonio,100%,2.0,2.0
119273434,Uge,Desconocido,1.0,1.0
20252804,Tania,100%,1.0,1.0
88435271,Lara,Desconocido,1.0,1.0
55725852,Carlos,Desconocido,1.0,4.0
82304093,Fernando,100%,1.0,1.0
102232154,Sara,100%,1.0,1.0
11384515,Amélie,Desconocido,1.0,2.0
115485713,Evaristo,100%,4.0,4.0
27530449,Anita,100%,1.0,3.0
119689103,Claudia,100%,2.0,2.0
115821986,Manuel,Desconocido,1.0,1.0
99785421,Victor Francisco,50%,2.0,2.0
119754501,Myriam,100%,1.0,1.0
115829298,Esperanza,33%,1.0,2.0
115893857,Alvaro,100%,1.0,2.0
119777096,María Jesús,100%,1.0,1.0
37886438,Manuel,100%,3.0,4.0
36144768,Jairo,Desconocido,1.0,1.0
100083495,Ana,100%,1.0,4.0
114454030,Luis,100%,1.0,1.0
4618598,Miguel Angel,Desconocido,1.0,1.0
116088603,María,Desconocido,1.0,1.0
359844,Begoña,100%,4.0,5.0
112223963,Carlos Apamac,100%,2.0,2.0
102717354,Juan Jose,Desconocido,1.0,1.0
12631821,Dani Y Pati,95%,107.0,147.0
5387587,Leopoldo,100%,3.0,7.0
120066393,Lola,100%,22.0,28.0
19671287,Nuria,Desconocido,1.0,1.0
56518442,Sole,Desconocido,1.0,1.0
2098458,Alex,Desconocido,1.0,3.0
116361333,Sonia,Desconocido,1.0,3.0
13147649,Pablo,100%,1.0,2.0
116358400,Mariola,97%,4.0,19.0
18760415,Miriam,100%,2.0,2.0
101837171,Charo,100%,2.0,2.0
70811133,Ana,Desconocido,1.0,1.0
116499634,Asun,100%,2.0,2.0
61396897,Ángel Stayaday,100%,10.0,18.0
120411706,Javier,100%,4.0,6.0
120460654,Carolina,100%,1.0,1.0
116591604,Miguel Ángel,100%,1.0,1.0
27027172,Fabrizia,100%,2.0,5.0
62386612,Marine,100%,3.0,3.0
116641080,Cristina,100%,3.0,3.0
116196433,Apartamentos Playtime,100%,5.0,11.0
8077001,Adrian,100%,1.0,1.0
38352975,Charo,90%,7.0,11.0
55523234,Gonzalo,80%,1.0,1.0
116645943,María Y Javier,100%,2.0,2.0
120900525,Ángeles,100%,2.0,2.0
21345930,Emilio,90%,1.0,2.0
95453068,Kamran,Desconocido,1.0,1.0
84932839,Miguel,Desconocido,1.0,1.0
105805233,Pablo,Desconocido,1.0,1.0
90563336,Eficacia,Desconocido,1.0,1.0
88384826,Andres,Desconocido,1.0,1.0
31083349,Raquel,100%,2.0,3.0
118174320,Marcos,Desconocido,1.0,1.0
116935070,Natalia Y Roberto,Desconocido,2.0,2.0
22480234,Andrea,90%,1.0,3.0
17204886,May,100%,3.0,7.0
16277645,Tarek,94%,4.0,11.0
121195987,C. B.  Zugaza,90%,23.0,26.0
53282895,Rubén,Desconocido,1.0,1.0
117665543,Laura,Desconocido,2.0,2.0
119826562,Karen,Desconocido,3.0,3.0
93808783,Cristina,Desconocido,1.0,1.0
121346580,Puri,Desconocido,1.0,1.0
95404148,Rafael,Desconocido,1.0,1.0
100939487,Elenyta,Desconocido,1.0,1.0
122001666,Javier Y Pablo,80%,1.0,1.0
89137081,Andrea,Desconocido,1.0,1.0
26255620,Carretas Apartments,100%,6.0,6.0
88018776,Antonio,100%,2.0,2.0
121825815,Laren,100%,4.0,4.0
69326677,Rafael,Desconocido,1.0,1.0
53928475,Alfonso,Desconocido,1.0,1.0
122183673,Pedro,Desconocido,3.0,3.0
20128787,Juan,Desconocido,1.0,2.0
77213873,Loren,100%,1.0,1.0
121724634,Daniela,100%,18.0,22.0
125049921,Elena,Desconocido,1.0,1.0
122465477,Enrique,Desconocido,1.0,1.0
1771095,Hans,100%,13.0,14.0
51674218,Pablo,Desconocido,1.0,1.0
125123150,Cesar,100%,2.0,5.0
122624585,Jose Miguel,100%,1.0,1.0
88043,Caye,Desconocido,1.0,1.0
125126426,Jelisaveta Elizabeth Y Javier,100%,1.0,3.0
122388260,Veronica,Desconocido,1.0,1.0
57842730,Bill,100%,1.0,1.0
29939898,Rubén,100%,1.0,1.0
36433297,Jesús And Sara,100%,2.0,2.0
4316644,Andres,Desconocido,1.0,1.0
105708985,Rafael,99%,28.0,32.0
122804913,Maria Del Carmen,100%,1.0,1.0
33710002,Paula,Desconocido,1.0,1.0
102622433,Gonzalo,100%,2.0,2.0
115458397,Nieves,100%,1.0,1.0
95998242,Sergio,Desconocido,2.0,2.0
122977557,José,100%,1.0,1.0
11429807,Sergio,100%,1.0,1.0
20512685,Nuria,100%,1.0,1.0
123778623,Cris,93%,6.0,6.0
125191135,Rafa & Ali,100%,1.0,1.0
96019257,Marina,100%,5.0,12.0
41732982,Katherin,Desconocido,1.0,3.0
122981276,Alquileres,87%,44.0,47.0
63619116,Viviana,100%,1.0,2.0
111643890,Rosa,100%,2.0,2.0
90571195,Gabriel,100%,5.0,6.0
99981049,Rafael,100%,1.0,2.0
877001,Antonio,100%,7.0,7.0
44450805,Sergio,100%,24.0,24.0
125482162,Duvier,Desconocido,1.0,1.0
96718304,Carlos,Desconocido,1.0,1.0
30256733,Juan,Desconocido,13.0,15.0
68669881,Ignacio,100%,1.0,1.0
50676770,Ivonne,Desconocido,1.0,1.0
16219667,L Leopoldo,100%,5.0,7.0
67227288,Miguel Ángel,Desconocido,1.0,1.0
23785035,Helena,Desconocido,1.0,1.0
123726483,Gaia,Desconocido,1.0,1.0
4348783,Yolanda,100%,1.0,2.0
67024778,Paola,90%,7.0,21.0
58980411,Sultan,Desconocido,1.0,2.0
123873639,Carmen,100%,2.0,2.0
16245561,Zifang,Desconocido,1.0,1.0
91005550,Liley,Desconocido,1.0,2.0
96541548,Nestor,Desconocido,1.0,1.0
126071208,Maria,Desconocido,1.0,1.0
79224227,Hernan,100%,3.0,5.0
22305391,Sol,100%,2.0,2.0
85085945,Jorge,Desconocido,1.0,1.0
124105329,Katherin,Desconocido,1.0,1.0
77505621,Carla,100%,2.0,5.0
47303750,Andrea,100%,2.0,2.0
45617608,Sandra,Desconocido,3.0,6.0
126308580,Fernando,100%,1.0,1.0
791447,Vera,100%,1.0,4.0
10130188,Carlos,100%,2.0,2.0
72547034,Zaida,Desconocido,1.0,2.0
99880805,Sonia,100%,1.0,3.0
126420664,Catalina,100%,1.0,3.0
42611021,Ana,100%,2.0,2.0
98780528,Ramón,100%,2.0,3.0
213577311,Flavie,100%,2.0,2.0
124381557,Barbieri Real Estate,100%,6.0,6.0
23301367,Inés,50%,1.0,1.0
123370795,Marisa,Desconocido,1.0,2.0
126730904,Marisa,Desconocido,1.0,1.0
4977064,Alberto,Desconocido,1.0,1.0
2405945,Noelia,100%,1.0,2.0
20552482,Ana,Desconocido,1.0,1.0
125393316,Cesar,100%,1.0,4.0
124524030,Emal,Desconocido,1.0,1.0
16829566,Jaime,83%,1.0,1.0
8439404,Sheneil,Desconocido,2.0,2.0
69998776,José,Desconocido,1.0,1.0
124542073,Bárbara,80%,1.0,1.0
124558373,Luxme,97%,7.0,9.0
127081838,Cancan,Desconocido,3.0,3.0
27839309,Inma,Desconocido,3.0,4.0
2425469,Manuel,100%,1.0,1.0
127176867,Marta,100%,1.0,1.0
104403656,Adrian,Desconocido,1.0,1.0
109542538,Julio Víctor,100%,1.0,2.0
127199722,Natalia,Desconocido,1.0,1.0
14533108,Javier,Desconocido,4.0,4.0
28544286,Isabella,Desconocido,1.0,1.0
124678499,Beto,87%,1.0,1.0
64932035,Maria Victoria,100%,1.0,1.0
92223756,Felipe,100%,2.0,2.0
46479213,Raul A.,Desconocido,2.0,2.0
14713230,Maria,100%,9.0,10.0
124713283,Angel,100%,3.0,3.0
2737369,Maria Beatrice,Desconocido,3.0,4.0
127522591,Alfonso,Desconocido,1.0,1.0
127569594,Borja,100%,9.0,9.0
28382647,Maria,Desconocido,1.0,1.0
124730023,Julie,Desconocido,1.0,1.0
71433755,Alessandra,Desconocido,4.0,4.0
49538086,Laura,Desconocido,1.0,2.0
124753355,Juan,Desconocido,1.0,1.0
124507931,Alessandro,Desconocido,1.0,1.0
127734531,Acrab Beta Scorpii Slu,100%,1.0,1.0
107177213,Laura,Desconocido,1.0,1.0
117402609,Almudena,Desconocido,1.0,1.0
96846155,Mercedes,100%,7.0,9.0
127834076,Peres,Desconocido,1.0,1.0
124684693,Willian,Desconocido,2.0,2.0
40730378,Jeanne,100%,1.0,1.0
127871433,Raúl Leonardo,Desconocido,1.0,1.0
53351829,Marta,100%,1.0,1.0
121548934,Pilar,100%,1.0,1.0
23091391,Carlos Y Jorge,Desconocido,1.0,1.0
28047841,Alberto,92%,1.0,2.0
127953232,Inés,100%,1.0,1.0
56600530,Micol,60%,4.0,5.0
53077312,Solmaira,Desconocido,2.0,2.0
128093440,Andreas & Britte,90%,1.0,2.0
128136044,Ana María,100%,1.0,2.0
128146422,Mikhail,Desconocido,1.0,1.0
127976288,Israel,100%,1.0,1.0
110651397,Leo,100%,10.0,11.0
10569937,Ele,Desconocido,7.0,7.0
107133371,Benahoare,Desconocido,1.0,1.0
12996126,Alfonso,100%,1.0,1.0
131308210,Fiorela,Desconocido,1.0,1.0
38057762,Paul,90%,1.0,1.0
6489276,Matanel,Desconocido,1.0,1.0
128279375,Luis Y Kate,Desconocido,1.0,1.0
127719306,Arnold,Desconocido,1.0,1.0
131352142,Peter,0%,1.0,3.0
119119872,Angel,100%,1.0,1.0
128437708,Oswaldo,0%,3.0,3.0
7773266,Nacho,Desconocido,2.0,2.0
109587379,Diana,Desconocido,1.0,2.0
7768922,Matthias,Desconocido,1.0,2.0
1019300,Julio,100%,1.0,1.0
22664780,Nick,Desconocido,1.0,3.0
128508859,Alicia & Jose María,Desconocido,1.0,1.0
119807698,Ivan,100%,1.0,2.0
37223704,Karina,Desconocido,1.0,1.0
131572936,Victoria,Desconocido,2.0,2.0
23390574,Elena,Desconocido,1.0,1.0
52234994,Javier,100%,2.0,4.0
131615518,Pilar,100%,1.0,1.0
119095036,Fernando,Desconocido,3.0,3.0
15295190,Filipe,100%,3.0,3.0
131666468,Maria Lourdes,Desconocido,1.0,1.0
43035746,Tito Luis,100%,5.0,5.0
116985999,Antonio,Desconocido,1.0,1.0
20892661,Guillermo,100%,1.0,1.0
131888322,Descanso Y Tranquilidad,Desconocido,2.0,2.0
26802755,Nuria,Desconocido,1.0,1.0
95509779,Ana,Desconocido,1.0,1.0
2563960,Mariya,100%,1.0,1.0
86055911,Victor Hugo,100%,2.0,3.0
37321694,Antonio,Desconocido,2.0,2.0
67964500,Luis,100%,2.0,2.0
132052020,Sofia,Desconocido,1.0,2.0
126666966,Melissa,100%,1.0,4.0
193673601,Marisol,Desconocido,2.0,3.0
132095385,WioyGaby,Desconocido,1.0,1.0
63334588,Juana,100%,2.0,2.0
126813611,Antonio,100%,2.0,3.0
132177161,Mayling,100%,3.0,3.0
129010427,Uddip,Desconocido,1.0,1.0
130902460,Grupo Huerta De Los Gayeros,100%,1.0,1.0
132287425,Raul,100%,2.0,2.0
128976579,Javier,Desconocido,1.0,1.0
86545061,Esther,Desconocido,1.0,1.0
19896856,Eduardo,Desconocido,1.0,3.0
113673609,Pablo,Desconocido,1.0,1.0
1373654,Pablo,Desconocido,1.0,1.0
16423549,Virginia,Desconocido,1.0,1.0
3385435,JuanCarlos,Desconocido,1.0,2.0
104235882,Irene,Desconocido,1.0,1.0
113097324,Jesus,100%,1.0,2.0
14959319,Tony,100%,1.0,1.0
39847153,Diego,Desconocido,1.0,1.0
128982812,Felisa,Desconocido,1.0,3.0
28993412,Lorcán,Desconocido,1.0,1.0
64720844,Salvador,Desconocido,1.0,1.0
36129591,Esther,Desconocido,1.0,1.0
120627887,Natalia,100%,1.0,1.0
57404543,Buskpiso,Desconocido,1.0,5.0
105083695,Maria Jesus,100%,2.0,2.0
93802905,Oscar,Desconocido,1.0,1.0
129573308,Irina,Desconocido,1.0,1.0
124396611,Simma,Desconocido,2.0,2.0
129584698,Peter.,100%,3.0,7.0
70466306,Josué Y Danny,Desconocido,1.0,3.0
132637315,Julian,100%,2.0,2.0
19307326,Jeny,Desconocido,1.0,1.0
1957992,Paul And Luz,Desconocido,1.0,4.0
86055764,Alberto,86%,1.0,3.0
42666741,Ziv,Desconocido,1.0,1.0
87730856,Dani,Desconocido,1.0,1.0
39172650,Raúl,Desconocido,1.0,1.0
100620738,Jones,100%,1.0,4.0
128598612,Jose,Desconocido,1.0,1.0
4347030,Alexa,100%,8.0,8.0
96986176,Beatriz,Desconocido,1.0,1.0
84336811,Hugo Nelson,Desconocido,1.0,1.0
57631899,Astrid,Desconocido,1.0,1.0
50805728,María Y Carlos,100%,2.0,2.0
21694316,Palos Y Adobe,100%,4.0,7.0
21608505,Regina,100%,2.0,2.0
20155072,Gerardo,Desconocido,1.0,1.0
17812618,Eva,Desconocido,1.0,1.0
309474285,Irina,Desconocido,1.0,1.0
104954660,Flavia Y Mario,100%,8.0,9.0
132214458,Martin,Desconocido,1.0,2.0
130135247,Elvira,Desconocido,1.0,1.0
25861473,Ana,100%,2.0,2.0
9219542,Bec,Desconocido,1.0,2.0
26264376,Ana,100%,1.0,2.0
6346734,Alejandro,Desconocido,1.0,1.0
132903896,Guillermo,Desconocido,1.0,1.0
16730163,Laura,Desconocido,1.0,1.0
52873124,Víctor,Desconocido,1.0,1.0
132988737,David,Desconocido,1.0,1.0
130442142,Lola,Desconocido,1.0,1.0
133009456,Godoy,Desconocido,1.0,1.0
109127284,Daniel,Desconocido,1.0,1.0
71469882,Roberto,100%,1.0,4.0
22511657,Linda,100%,6.0,6.0
107685968,Adam,100%,1.0,1.0
133056146,Dobohomes,99%,31.0,35.0
45979786,Mig,Desconocido,2.0,4.0
45274299,Aitor,Desconocido,1.0,2.0
97469156,Gemma,100%,3.0,3.0
91620597,Sebastian,Desconocido,1.0,1.0
132999570,Julia,100%,1.0,1.0
31839003,Myriam,Desconocido,1.0,2.0
133112800,Enyel,Desconocido,1.0,1.0
3113415,Pedro,100%,16.0,18.0
26433915,Jorge,Desconocido,1.0,1.0
121024104,Ruben,Desconocido,1.0,1.0
43272850,Katie,Desconocido,1.0,2.0
121913781,Ines,Desconocido,1.0,2.0
14714896,Ana Y Omaira,100%,3.0,3.0
12206959,Claire,Desconocido,1.0,1.0
130953064,Kelly,Desconocido,1.0,1.0
16451838,Gyorgy,Desconocido,1.0,1.0
68821735,Salonica,50%,1.0,1.0
51908545,Victoria,100%,1.0,1.0
112271726,Mario,100%,71.0,79.0
73620640,Camila,Desconocido,10.0,13.0
58588704,Florin,Desconocido,1.0,1.0
37454801,Maite,100%,1.0,1.0
134917762,Filomena Teixeira,100%,1.0,1.0
134922009,Chicho Y Suany,Desconocido,1.0,2.0
132278256,Alejandro,Desconocido,3.0,5.0
115351358,Ana,100%,2.0,5.0
133588020,Marina,Desconocido,1.0,1.0
86356773,Natalia,Desconocido,1.0,2.0
134921669,Ludi,Desconocido,1.0,1.0
55942251,Tobías,Desconocido,1.0,3.0
133611970,Joel,Desconocido,1.0,1.0
128990132,Roberto,Desconocido,5.0,10.0
62517062,Diego,Desconocido,1.0,4.0
135007921,Alexandra,100%,2.0,2.0
56701500,Victor,100%,1.0,1.0
133667412,Monica,Desconocido,1.0,2.0
7092794,Jose,Desconocido,1.0,1.0
70938636,Elena,Desconocido,1.0,1.0
49716536,Dei,Desconocido,1.0,1.0
135014838,Rocio,Desconocido,1.0,1.0
3540591,Max,100%,12.0,12.0
133742725,Maria,67%,3.0,3.0
37691015,Jesus,Desconocido,1.0,2.0
133711744,Miguel,Desconocido,1.0,1.0
15617046,Ovidio,Desconocido,1.0,1.0
97075909,Ruben,Desconocido,1.0,2.0
42387694,Max,Desconocido,1.0,1.0
47465679,Leticia,Desconocido,1.0,2.0
52803269,Marta,Desconocido,1.0,3.0
113360368,Cristina,100%,1.0,1.0
124457750,Fausto,Desconocido,1.0,1.0
135066475,Pablo,Desconocido,1.0,1.0
135073235,Diana,Desconocido,1.0,1.0
7179574,Mario,Desconocido,1.0,1.0
33284006,Fernando,Desconocido,1.0,2.0
31653670,Bibiana,Desconocido,1.0,2.0
134063747,María Evangelina,100%,1.0,1.0
127316961,Hitch,Desconocido,1.0,1.0
134083015,Inmaculada,Desconocido,1.0,1.0
135109785,Nelson,100%,1.0,6.0
134857641,Alvaro,Desconocido,1.0,2.0
15816070,Almudena,100%,3.0,4.0
135179620,María Luisa,100%,2.0,2.0
134115383,Fernando,Desconocido,1.0,1.0
84749064,Justine Laura Vera,Desconocido,1.0,3.0
134157316,Alexandra,Desconocido,1.0,3.0
39148845,Julia,Desconocido,1.0,1.0
135188458,Sergio,Desconocido,1.0,1.0
84019234,Raquel,40%,1.0,1.0
135189907,Alberto,Desconocido,1.0,1.0
35626245,Isabel,90%,2.0,2.0
135194065,Elizabeth,100%,3.0,3.0
14070517,Cristina,Desconocido,1.0,1.0
135194142,Fernando,Desconocido,1.0,1.0
134388380,Naza,100%,3.0,3.0
117427849,Clémence,Desconocido,1.0,1.0
28311528,Jose,Desconocido,1.0,1.0
50392421,Sandra,100%,3.0,5.0
135248962,Eva,100%,1.0,1.0
36989865,Yorman,Desconocido,1.0,2.0
49364556,Luis,100%,4.0,5.0
40130130,Andres,Desconocido,1.0,4.0
36522281,Sonsoles,Desconocido,1.0,1.0
44255158,Marisa,100%,1.0,1.0
135345875,Veronica,Desconocido,1.0,1.0
131884023,Juan Pablo,100%,1.0,1.0
15512877,Asunción,100%,2.0,2.0
3537382,Juampa,Desconocido,1.0,1.0
134667286,Pedro,Desconocido,1.0,1.0
10500150,Kate,Desconocido,1.0,1.0
83365225,Cristina,Desconocido,1.0,1.0
36280055,David,Desconocido,1.0,3.0
16690204,Alejandro,Desconocido,1.0,1.0
121539601,Bruce Churchill,100%,1.0,1.0
135480379,Cristóbal,Desconocido,1.0,1.0
134697385,Luis Carlos,Desconocido,1.0,1.0
3172624,Maria,Desconocido,1.0,1.0
134765355,Carlos,Desconocido,1.0,1.0
27844010,Fernando,100%,2.0,2.0
5533978,Rafael,Desconocido,1.0,1.0
128818407,Augusto,Desconocido,1.0,2.0
105909586,Chris,Desconocido,1.0,2.0
9906173,Shai,100%,1.0,1.0
135507348,Liz,Desconocido,1.0,2.0
134833425,Jose Ramón,100%,1.0,1.0
77429075,Sergio,Desconocido,1.0,1.0
47916209,Pedro Antonio,100%,1.0,1.0
29703574,Clara,Desconocido,1.0,1.0
134851409,Ismael,Desconocido,1.0,1.0
12415691,Virginia,100%,2.0,4.0
2289663,Carlota,Desconocido,1.0,1.0
94099585,Leticia,Desconocido,1.0,1.0
135531703,Belen,Desconocido,1.0,1.0
52694809,Montse,100%,1.0,1.0
135537749,Santiago,100%,1.0,2.0
135540672,Alma,Desconocido,2.0,2.0
133935584,María José,100%,1.0,1.0
23632262,Misael And Luis,Desconocido,2.0,4.0
133790461,Jose Luis,100%,4.0,5.0
28798081,Manoli,Desconocido,1.0,1.0
1689419,Claudinha,Desconocido,1.0,1.0
30343077,Pablo,Desconocido,1.0,1.0
47313790,Carlos,100%,1.0,1.0
97610526,Beatriz,Desconocido,2.0,2.0
19021732,Laura,Desconocido,1.0,1.0
3892548,Júlia,100%,1.0,1.0
135791645,Belén,100%,1.0,1.0
135647274,Macarena,Desconocido,1.0,1.0
135654202,Alfonso,100%,1.0,1.0
107579114,Gonzalo,Desconocido,1.0,1.0
135611405,Paco,100%,1.0,5.0
60584653,Viviana Y Enrique,100%,1.0,2.0
25186826,Pedro,Desconocido,1.0,1.0
9863470,Enrique,Desconocido,1.0,1.0
16741274,Javier,Desconocido,1.0,1.0
27607837,Hector,Desconocido,1.0,2.0
134124301,Rosa,Desconocido,1.0,3.0
135488502,Leticia,100%,3.0,3.0
4499460,Julianna,Desconocido,1.0,1.0
14486303,Tresa,Desconocido,1.0,2.0
48338535,Victor,Desconocido,1.0,1.0
136541023,Enzo,Desconocido,1.0,1.0
135882514,Eduardo,Desconocido,1.0,1.0
136751341,Maria Jose,Desconocido,1.0,1.0
136784053,Genita Cándida,Desconocido,1.0,1.0
5990551,Laura,Desconocido,1.0,2.0
33104035,Josep,Desconocido,1.0,1.0
75965606,Ana,Desconocido,1.0,1.0
119609257,Grecia,Desconocido,1.0,1.0
40895919,Sr Martínez,100%,1.0,7.0
129912725,Mariano,Desconocido,1.0,1.0
61935235,Lucia,Desconocido,1.0,1.0
55282949,Mariano,95%,2.0,2.0
136874483,Leonardo,Desconocido,1.0,1.0
82919381,Salvador,Desconocido,1.0,1.0
73434102,Jesus,Desconocido,1.0,1.0
136856710,Cesar,Desconocido,1.0,1.0
13034763,Carlos,Desconocido,1.0,1.0
112299292,Jesus,Desconocido,1.0,1.0
75196508,Andrea,Desconocido,1.0,2.0
114230750,Héctor,Desconocido,1.0,1.0
94597892,Pilar,Desconocido,1.0,2.0
135610731,Pitu,Desconocido,1.0,1.0
136885276,Maria Jesus,Desconocido,2.0,2.0
136019037,Ana,100%,3.0,4.0
136920800,David,Desconocido,1.0,1.0
136035425,Elsa,Desconocido,1.0,1.0
136928253,Mary,Desconocido,1.0,1.0
58760044,Gabriel,Desconocido,1.0,2.0
84151361,Elena,Desconocido,1.0,1.0
136049113,Eva,Desconocido,1.0,1.0
2677326,Alejandro,Desconocido,1.0,1.0
136051619,Claudia,60%,1.0,1.0
137020857,Mario,90%,1.0,1.0
37780766,Rahul,Desconocido,1.0,1.0
89509567,Rocío,Desconocido,2.0,2.0
8170169,Maider,Desconocido,1.0,1.0
79126282,Raquel,Desconocido,1.0,1.0
136067732,Noa,Desconocido,1.0,1.0
45759520,Alejandro,Desconocido,3.0,4.0
136081446,Carreteiro,Desconocido,1.0,1.0
75755205,Mar,100%,1.0,3.0
137075869,Carolina,Desconocido,1.0,2.0
51017752,Adina,Desconocido,1.0,3.0
