id,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365
469231,0.99,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,17,44,49,255
470132,0.99,4,1125,2.0,4.0,1125.0,1125.0,4.0,1125.0,t,1,12,14,177
471198,0.99,3,365,2.0,3.0,2.0,1125.0,3.0,1114.7,t,12,32,62,337
471328,0.99,3,365,2.0,3.0,2.0,1125.0,3.0,1117.3,t,6,26,56,331
727588,0.99,90,360,90.0,90.0,1125.0,1125.0,90.0,1125.0,t,0,0,0,263
728978,0.99,4,30,4.0,4.0,30.0,30.0,4.0,30.0,t,0,10,40,302
479718,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,29,59,89,89
482122,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,3,30,49,315
491070,0.99,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,167
730347,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,2,15,30,305
177523,0.99,1,365,1.0,11.0,2.0,365.0,10.1,45.1,t,29,59,89,364
730502,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,9,17,32,294
497706,0.99,1,365,1.0,2.0,365.0,365.0,1.3,365.0,t,0,0,0,0
196197,0.99,3,1125,3.0,4.0,1125.0,1125.0,3.0,1125.0,t,2,24,43,268
499911,0.99,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,2,23,36,261
502918,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,12,42,69,333
733365,0.99,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,4,16,46,321
199201,0.99,3,30,3.0,3.0,30.0,30.0,3.0,30.0,t,3,15,21,47
734053,0.99,30,1825,30.0,30.0,1825.0,1825.0,30.0,1825.0,t,20,29,31,302
745664,0.99,3,5,3.0,3.0,5.0,5.0,3.0,5.0,t,11,19,26,184
506956,0.99,1,20,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,3,28,50,50
507614,0.99,15,1124,15.0,15.0,1124.0,1124.0,15.0,1124.0,t,1,7,7,193
510973,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,26,56,86,361
514917,0.99,4,40,4.0,4.0,40.0,40.0,4.0,40.0,t,11,41,71,346
200828,0.99,14,100,14.0,14.0,100.0,100.0,14.0,100.0,t,30,60,90,365
205199,0.99,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,6,36,66,341
515008,0.99,5,1000,4.0,5.0,1125.0,1125.0,4.9,1125.0,t,3,3,32,307
518208,0.99,5,1000,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,1,31,61,336
518511,0.99,2,18,2.0,2.0,18.0,18.0,2.0,18.0,t,8,19,40,308
747873,0.99,2,180,1.0,3.0,180.0,180.0,1.4,180.0,t,6,10,21,71
748854,0.99,5,365,5.0,5.0,365.0,365.0,5.0,365.0,t,9,39,69,159
209373,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,17,31,31,260
521329,0.99,6,365,6.0,6.0,365.0,365.0,6.0,365.0,t,18,18,18,229
211444,0.99,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,13,43,73,348
522563,0.99,4,60,4.0,4.0,60.0,60.0,4.0,60.0,t,21,51,81,81
749957,0.99,8,360,8.0,11.0,360.0,360.0,8.2,360.0,t,0,11,18,213
750257,0.99,5,90,5.0,5.0,90.0,90.0,5.0,90.0,t,0,0,0,163
217674,0.99,3,300,2.0,4.0,300.0,300.0,3.0,300.0,t,20,50,80,337
751527,0.99,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,1,18,33,268
524003,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,4,15,41,307
526162,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0
219303,0.99,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,7,28,51,316
526513,0.99,2,330,2.0,3.0,1125.0,1125.0,2.1,1125.0,t,6,19,38,108
751530,0.99,3,260,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,3,12,15,178
221017,0.99,10,22,10.0,10.0,22.0,22.0,10.0,22.0,t,4,4,25,25
752424,0.99,2,7,2.0,2.0,7.0,7.0,2.0,7.0,t,29,59,89,89
225462,0.99,2,90,2.0,2.0,90.0,90.0,2.0,90.0,t,6,6,6,262
752515,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0
752883,0.99,200,365,200.0,200.0,365.0,365.0,200.0,365.0,t,23,53,83,358
531677,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,2,2,4,43
536574,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0
537234,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,1,1,2
540937,0.99,2,90,1.0,3.0,1125.0,1125.0,2.3,1125.0,t,12,34,64,146
225489,0.99,25,365,25.0,25.0,365.0,365.0,25.0,365.0,t,0,0,0,0
229664,0.99,10,1125,2.0,10.0,1125.0,1125.0,9.8,1125.0,t,10,10,36,311
541406,0.99,5,14,5.0,5.0,14.0,14.0,5.0,14.0,t,0,0,0,0
543835,0.99,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,30,60,90,365
754678,0.99,3,180,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,5,18,38,259
755587,0.99,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,1,2,8,148
256004,0.99,3,300,2.0,4.0,300.0,300.0,3.0,300.0,t,25,55,85,360
756707,0.99,2,120,3.0,4.0,99.0,99.0,3.0,99.0,t,4,4,4,4
544736,0.99,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,0,0,0,134
258713,0.99,4,30,4.0,4.0,30.0,30.0,4.0,30.0,t,14,24,54,329
548995,0.99,7,30,7.0,7.0,30.0,30.0,7.0,30.0,t,6,31,37,239
552183,0.99,3,15,3.0,3.0,15.0,15.0,3.0,15.0,t,11,34,64,333
758670,0.99,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,9,21,21,276
760482,0.99,2,364,1.0,2.0,181.0,181.0,1.5,181.0,t,5,5,5,5
761098,0.99,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,24,50,80,339
558690,0.99,14,330,14.0,14.0,1125.0,1125.0,14.0,1125.0,t,12,42,72,182
260656,0.99,14,365,14.0,14.0,365.0,365.0,14.0,365.0,t,11,11,11,146
560941,0.99,1,365,1.0,6.0,2.0,365.0,5.3,72.7,t,29,59,89,364
761159,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,7,12,140
260951,0.99,5,390,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,0,0,0,0
565152,0.99,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,1,20,28,97
763214,0.99,3,60,2.0,3.0,1125.0,1125.0,3.0,1125.0,t,10,28,35,275
261878,0.99,2,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0,t,19,49,78,164
766160,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,5,18,43,281
568190,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,2
570158,0.99,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,1,2,2,187
263748,0.99,3,8,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,15,42,69,159
572048,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0
268275,0.99,3,365,2.0,3.0,1125.0,1125.0,3.0,1125.0,t,5,16,27,181
576487,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,10,34,60,148
578731,0.99,2,90,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,11,39,60,305
768311,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,16,44,74,312
772646,0.99,1,30,2.0,3.0,30.0,30.0,2.6,30.0,t,16,46,76,76
272279,0.99,5,45,4.0,5.0,45.0,45.0,5.0,45.0,t,4,5,5,5
777913,0.99,11,365,11.0,11.0,365.0,365.0,11.0,365.0,t,0,0,3,176
588382,0.99,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0
780397,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,2
280733,0.99,1,365,1.0,5.0,20.0,365.0,4.6,63.9,t,29,59,89,364
281224,0.99,2,1000,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,25,55,85,360
780684,0.99,2,1120,2.0,2.0,1120.0,1120.0,2.0,1120.0,t,28,58,88,363
780743,0.99,2,1124,2.0,2.0,1124.0,1124.0,2.0,1124.0,t,28,58,88,363
588518,0.99,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,4,4,4,254
287660,0.99,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,0,0,0
289555,0.99,1,7,1.0,5.0,7.0,7.0,2.7,7.0,t,30,60,90,365
590710,0.99,4,90,4.0,4.0,90.0,90.0,4.0,90.0,t,26,56,86,353
594298,0.99,1,1125,1.0,1.0,798.0,1125.0,1.0,1065.6,t,7,20,27,269
782797,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,11,11
294520,0.99,3,90,3.0,3.0,90.0,90.0,3.0,90.0,t,25,55,85,360
783647,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,10,40,315
595055,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,165
294529,0.99,2,90,2.0,2.0,90.0,90.0,2.0,90.0,t,30,60,90,365
297017,0.99,1,365,1.0,4.0,365.0,365.0,2.8,365.0,t,0,0,0,0
598771,0.99,3,65,3.0,3.0,65.0,65.0,3.0,65.0,t,0,0,0,0
599134,0.99,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,26,56,86,86
793618,0.99,1,1125,1.0,3.0,1125.0,1125.0,2.4,1125.0,t,6,18,29,158
793622,0.99,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,0,0,0,0
310333,0.99,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,14,18,18,209
797030,0.99,4,31,3.0,4.0,31.0,31.0,3.8,31.0,t,2,8,13,205
599977,0.99,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,22,38,38,203
315682,0.99,3,7,3.0,3.0,7.0,7.0,3.0,7.0,t,18,48,78,78
604150,0.99,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,7,17,47,322
804681,0.99,60,61,60.0,60.0,61.0,61.0,60.0,61.0,t,29,59,89,364
336672,0.99,2,35,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,8,30,54,54
814586,0.99,1,1125,1.0,5.0,1125.0,1125.0,4.8,1125.0,t,2,24,54,322
604632,0.99,1,1000,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,27,57,87,362
336834,0.99,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,0,0,0,134
605339,0.99,3,17,3.0,13.0,17.0,17.0,3.4,17.0,t,17,17,17,17
607548,0.99,2,7,2.0,2.0,7.0,7.0,2.0,7.0,t,0,0,0,0
814647,0.99,90,1125,90.0,90.0,1125.0,1125.0,90.0,1125.0,t,30,60,90,365
814731,0.99,360,1125,360.0,360.0,1125.0,1125.0,360.0,1125.0,t,9,24,37,269
814870,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,2,13,27,232
608742,0.99,2,60,2.0,4.0,120.0,1125.0,2.1,1120.4,t,4,13,32,32
336869,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0
610675,0.99,3,9,3.0,3.0,9.0,9.0,3.0,9.0,t,0,0,0,0
616027,0.99,1,4,1.0,1.0,4.0,4.0,1.0,4.0,t,0,0,0,0
618576,0.99,2,60,2.0,5.0,120.0,1125.0,2.1,1120.4,t,8,24,42,42
815818,0.99,4,60,1.0,6.0,60.0,99.0,2.0,91.1,t,10,40,58,58
339144,0.99,25,1125,25.0,25.0,1125.0,1125.0,25.0,1125.0,t,10,10,10,209
817184,0.99,2,366,2.0,2.0,366.0,366.0,2.0,366.0,t,21,37,46,321
817848,0.99,7,90,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,6,25,55,91
625566,0.99,2,4,2.0,2.0,4.0,4.0,2.0,4.0,t,0,0,0,0
339171,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,6,15,25,147
628394,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,16,30,54,294
631737,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,1,136
819738,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,14,16,39,129
821860,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,3,12,19,237
823321,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,12,13,13,15
833871,0.99,2,360,2.0,2.0,360.0,360.0,2.0,360.0,t,14,14,14,268
341939,0.99,25,250,25.0,25.0,250.0,250.0,25.0,250.0,t,13,18,31,250
834562,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,6,20,39,43
834675,0.99,2,6,2.0,2.0,6.0,6.0,2.0,6.0,t,24,54,84,84
835333,0.99,1,1125,1.0,1.0,798.0,1125.0,1.0,982.9,t,8,8,13,242
838698,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,11,28,43,297
838712,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,129
840561,0.99,2,80,2.0,2.0,80.0,80.0,2.0,80.0,t,0,0,0,0
643471,0.99,3,26,3.0,3.0,26.0,26.0,3.0,26.0,t,0,0,0,0
644656,0.99,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,0,10,40,315
655514,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,10,40,315
661255,0.99,2,9,2.0,2.0,9.0,9.0,2.0,9.0,t,8,13,22,244
663761,0.99,1,6,1.0,1.0,6.0,6.0,1.0,6.0,t,0,0,0,0
668753,0.99,4,30,4.0,4.0,30.0,30.0,4.0,30.0,t,8,8,8,203
342095,0.99,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,19,49,79,348
676566,0.99,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,89
683208,0.99,365,365,365.0,365.0,1125.0,1125.0,365.0,1125.0,t,0,0,0,0
683969,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,0
842078,0.99,90,300,90.0,90.0,300.0,300.0,90.0,300.0,t,14,14,14,240
844856,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,21,51,68,68
342670,0.99,3,28,3.0,3.0,28.0,28.0,3.0,28.0,t,28,58,88,178
846558,0.99,7,65,4.0,7.0,1125.0,1125.0,7.0,1125.0,t,30,50,50,50
684564,0.99,3,10,3.0,3.0,10.0,10.0,3.0,10.0,t,30,60,90,90
345195,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,24,54,84,84
847273,0.99,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,13,33,63,63
345230,0.99,3,5,3.0,3.0,5.0,5.0,3.0,5.0,t,29,59,89,89
848480,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,7,7,11,228
851311,0.99,4,365,4.0,4.0,365.0,365.0,4.0,365.0,t,0,0,0,0
853804,0.99,7,1000,7.0,7.0,1000.0,1000.0,7.0,1000.0,t,1,2,16,106
685152,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,10,30,60,325
688795,0.99,3,300,2.0,4.0,300.0,300.0,3.0,300.0,t,12,42,72,347
345233,0.99,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,29,59,89,89
689099,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,0
862462,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,12,283
345249,0.99,32,660,32.0,32.0,660.0,660.0,32.0,660.0,t,0,6,36,311
862752,0.99,2,6,2.0,2.0,6.0,6.0,2.0,6.0,t,0,1,1,108
896209,0.99,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,6,21,32,264
901897,0.99,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,3,3,6,173
347510,0.99,90,660,38.0,90.0,660.0,660.0,85.1,660.0,t,0,10,40,315
903707,0.99,6,200,6.0,6.0,200.0,200.0,6.0,200.0,t,0,2,4,164
864488,0.99,2,180,2.0,2.0,180.0,180.0,2.0,180.0,t,4,17,26,215
354838,0.99,20,300,20.0,20.0,300.0,300.0,20.0,300.0,t,0,0,0,0
869674,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0
361053,0.99,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,3,8,8,57
871387,0.99,3,30,3.0,4.0,1125.0,1125.0,3.0,1125.0,t,18,48,78,168
904741,0.99,2,200,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,10,32,55,286
904769,0.99,2,300,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,10,27,49,292
363476,0.99,2,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,4,8,14,216
904775,0.99,2,65,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,7,22,45,268
874029,0.99,2,60,2.0,2.0,60.0,60.0,2.0,60.0,t,3,33,63,338
371532,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,2,12,19,144
874641,0.99,28,330,28.0,28.0,330.0,330.0,28.0,330.0,t,0,0,0,52
907386,0.99,4,365,3.0,4.0,365.0,365.0,4.0,365.0,t,0,3,3,11
912617,0.99,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,30,60,90,365
374558,0.99,3,31,3.0,3.0,31.0,31.0,3.0,31.0,t,7,7,7,7
913536,0.99,1,30,1.0,1.0,30.0,30.0,1.0,30.0,t,0,0,0,0
883527,0.99,60,75,60.0,60.0,75.0,75.0,60.0,75.0,t,0,0,0,0
884856,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,10,40,315
375472,0.99,6,365,6.0,6.0,365.0,365.0,6.0,365.0,t,0,0,0,0
914057,0.99,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,4,30,60,332
376379,0.99,10,1125,10.0,10.0,1125.0,1125.0,10.0,1125.0,t,3,14,14,204
922397,0.99,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,15
923140,0.99,5,90,5.0,5.0,90.0,90.0,5.0,90.0,t,14,44,74,96
886019,0.99,4,100,4.0,4.0,100.0,100.0,4.0,100.0,t,0,0,0,103
888289,0.99,3,1125,2.0,3.0,1125.0,1125.0,3.0,1125.0,t,25,55,71,71
396532,0.99,2,18,2.0,2.0,18.0,18.0,2.0,18.0,t,1,31,61,336
891924,0.99,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,5,5,31,225
891946,0.99,2,21,2.0,2.0,21.0,21.0,2.0,21.0,t,0,0,0,0
892453,0.99,3,20,3.0,3.0,20.0,20.0,3.0,20.0,t,0,0,0,0
925250,0.99,1,1125,1.0,3.0,1125.0,1125.0,1.1,1125.0,t,0,7,25,254
397778,0.99,3,365,2.0,3.0,2.0,1125.0,3.0,1119.8,t,8,23,46,242
1273055,0.99,17,1112,17.0,17.0,1112.0,1112.0,17.0,1112.0,t,0,0,1,1
925339,0.99,3,365,1.0,5.0,365.0,365.0,3.0,365.0,t,6,12,36,130
893195,0.99,30,330,7.0,30.0,13.0,330.0,28.7,311.8,t,13,20,50,325
1755242,0.99,1,1125,1.0,2.0,1125.0,1125.0,1.6,1125.0,t,21,46,68,332
1274889,0.99,2,27,2.0,3.0,27.0,27.0,2.0,27.0,t,15,15,15,59
1757983,0.99,4,25,4.0,4.0,25.0,25.0,4.0,25.0,t,0,0,0,0
1762237,0.99,1,365,1.0,7.0,365.0,365.0,3.0,365.0,t,22,47,77,349
926653,0.99,1,365,1.0,5.0,365.0,365.0,4.7,365.0,t,10,40,70,345
933326,0.99,1,20,1.0,1.0,20.0,20.0,1.0,20.0,t,5,5,5,5
1763683,0.99,2,360,2.0,2.0,360.0,360.0,2.0,360.0,t,16,46,69,342
1765529,0.99,90,1125,90.0,90.0,1125.0,1125.0,90.0,1125.0,t,0,0,0,130
1275293,0.99,7,30,7.0,7.0,30.0,30.0,7.0,30.0,t,12,42,63,290
1766697,0.99,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,12,42,72,182
938410,0.99,5,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,11,22,52,327
1281843,0.99,180,180,85.0,180.0,180.0,360.0,175.9,187.9,t,0,17,17,17
940649,0.99,5,365,5.0,5.0,365.0,365.0,5.0,365.0,t,0,0,0,42
